Albania,,
Algeria,,
Angola,,
Antigua,,
Argentina,,
Australia,,
Austria,,
Bahrain,,
Bangladesh,,
Barbados,,
Belgium,,
Benin,,
Bermuda,,
Bolivia,,
Botswana,,
Brazil,,
Bulgaria,,
Burundi,,
Cameroon,,
Canada,,
China,,
Colombia,,
Congo,,
Costa_Rica,,
Cyprus,,
Czechoslovakia,,
Denmark,,
Dominican_Rep,,
Dominican_Republic,,
Dutch_Antilles,,
Ecuador,,
Egypt,,
El_Salvador,,
England,,
Estonia,,
Ethiopia,,
Faroe_Islands,,
Fiji,,
Finland,,
France,,
Gabon,,
Ghana,,
Greece,,
Guatemala,,
Guinea,,
Guyana,,
Haiti,,
Honduras,,
Hongkong,,
Hungary,,
Iceland,,
India,,
Indonesia,,
Iran,,
Iraq,,
Ireland,,
Israel,,
Italy,,
Ivory_Coast,,
Jamaica,,
Japan,,
Jordan,,
Kenya,,
Kuwait,,
Latvia,,
Lebanon,,
Liberia,,
Lithuania,,
Luxembourg,,
Macao,,
Madagascar,,
Malaysia,,
Malta,,
Mexico,,
Morocco,,
Mozambique,,
Namibia,,
Netherlands,,
New_Zealand,,
Nicaragua,,
Niger,,
Nigeria,,
North_Korea,,
Northern_Ireland,,
Norway,,
Oman,,
Pakistan,,
Panama,,
Paraguay,,
Peru,,
Poland,,
Portugal,,
Puerto_Rico,,
Qatar,,
Romania,,
Russia,,
Saint_Lucia,,
Saint_Vincent,,
San_Marino,,
Saudi_Arabia,,
Scotland,,
Senegal,,
Singapore,,
Solomon_Islands,,
South_Africa,,
South_Korea,,
Spain,,
Sri_Lanka,,
Surinam,,
Swaziland,,
Sweden,,
Switzerland,,
Syria,,
Tahiti,,
Taiwan,,
Tanzania,,
Thailand,,
Togo,,
Trinidad_Tobago,,
Tunisia,,
Turkey,,
UAE,,
Uruguay,,
Vanuatu,,
Venezuela,,
Vietnam,,
Wales,,
Yemen,,
Zaire,,
Zambia,,
Zimbabwe,,
EINDE,,
Estonia,Switzerland,0
Switzerland,Scotland,1
Italy,Switzerland,0.5
Scotland,Portugal,0.5
Malta,Estonia,0.5
Scotland,Italy,0.5
Switzerland,Malta,1
Malta,Italy,0
Malta,Portugal,0
Scotland,Malta,1
Portugal,Italy,0
Italy,Malta,1
Switzerland,Portugal,0.5
Italy,Estonia,1
Malta,Switzerland,0
Portugal,Scotland,1
Switzerland,Italy,1
Estonia,Malta,0
Estonia,Scotland,0
Scotland,Estonia,1
Portugal,Malta,1
Estonia,Portugal,0
Scotland,Switzerland,0.5
Estonia,Italy,0
Portugal,Switzerland,1
Italy,Scotland,1
Portugal,Estonia,1
Italy,Portugal,1
Malta,Scotland,0
Switzerland,Estonia,1
Norway,San_Marino,1
Poland,Turkey,1
Norway,Netherlands,1
San_Marino,Norway,0
England,Norway,0.5
Netherlands,Poland,0.5
Turkey,San_Marino,1
England,Turkey,1
Turkey,Netherlands,0
England,San_Marino,1
Netherlands,Turkey,1
San_Marino,Turkey,0.5
Netherlands,San_Marino,1
Turkey,England,0
England,Netherlands,0.5
Norway,Turkey,1
Poland,San_Marino,1
San_Marino,Poland,0
Poland,England,0.5
Norway,England,1
Netherlands,Norway,0.5
England,Poland,1
Norway,Poland,1
San_Marino,Netherlands,0
Netherlands,England,1
Poland,Norway,0
Turkey,Poland,1
Turkey,Norway,1
San_Marino,England,0
Poland,Netherlands,0
Spain,Albania,1
Northern_Ireland,Lithuania,0.5
Ireland,Albania,1
Albania,Lithuania,1
Latvia,Lithuania,0
Latvia,Denmark,0.5
Ireland,Latvia,1
Northern_Ireland,Albania,1
Lithuania,Denmark,0.5
Latvia,Spain,0.5
Denmark,Ireland,0.5
Northern_Ireland,Spain,0.5
Lithuania,Latvia,0.5
Albania,Latvia,0.5
Northern_Ireland,Denmark,0
Spain,Ireland,0.5
Spain,Latvia,1
Albania,Northern_Ireland,0
Spain,Lithuania,1
Denmark,Spain,1
Ireland,Northern_Ireland,1
Denmark,Latvia,1
Lithuania,Albania,1
Ireland,Denmark,0.5
Spain,Northern_Ireland,1
Latvia,Albania,0.5
Lithuania,Northern_Ireland,0
Albania,Ireland,0
Denmark,Albania,1
Latvia,Northern_Ireland,0
Lithuania,Spain,0
Latvia,Ireland,0
Lithuania,Ireland,0
Denmark,Lithuania,1
Albania,Denmark,0
Ireland,Lithuania,1
Northern_Ireland,Latvia,1
Albania,Spain,0
Denmark,Northern_Ireland,1
Ireland,Spain,0
Northern_Ireland,Ireland,0.5
Spain,Denmark,1
Belgium,Cyprus,1
Romania,Faroe_Islands,1
Romania,Wales,1
Faroe_Islands,Belgium,0
Faroe_Islands,Cyprus,0
Czechoslovakia,Belgium,0
Wales,Faroe_Islands,1
Czechoslovakia,Faroe_Islands,1
Belgium,Romania,1
Cyprus,Wales,0
Romania,Czechoslovakia,0.5
Belgium,Wales,1
Cyprus,Romania,0
Cyprus,Belgium,0
Cyprus,Czechoslovakia,0.5
Wales,Belgium,1
Romania,Cyprus,1
Cyprus,Faroe_Islands,1
Czechoslovakia,Wales,0.5
Belgium,Faroe_Islands,1
Czechoslovakia,Romania,1
Faroe_Islands,Wales,0
Faroe_Islands,Czechoslovakia,0
Wales,Czechoslovakia,0.5
Faroe_Islands,Romania,0
Romania,Belgium,1
Wales,Cyprus,1
Czechoslovakia,Cyprus,1
Wales,Romania,0
Belgium,Czechoslovakia,0.5
Greece,Iceland,1
Hungary,Iceland,0
Luxembourg,Hungary,0
Iceland,Greece,0
Russia,Iceland,1
Russia,Luxembourg,1
Greece,Hungary,0.5
Greece,Luxembourg,1
Hungary,Greece,0
Luxembourg,Russia,0
Russia,Hungary,1
Luxembourg,Iceland,0.5
Russia,Greece,0.5
Iceland,Russia,0.5
Iceland,Hungary,1
Hungary,Russia,0
Iceland,Luxembourg,1
Luxembourg,Greece,0
Hungary,Luxembourg,1
Greece,Russia,1
Finland,Bulgaria,0
Finland,Sweden,0
Bulgaria,France,1
Sweden,Bulgaria,1
France,Austria,1
Austria,Israel,1
Israel,Sweden,0
France,Finland,1
Israel,Bulgaria,0
Israel,France,0
Austria,France,0
Austria,Bulgaria,1
France,Sweden,1
Bulgaria,Finland,1
Bulgaria,Israel,0.5
Finland,Austria,1
Sweden,Austria,1
Sweden,Israel,1
Finland,Israel,0.5
Sweden,France,0.5
Austria,Finland,1
Finland,France,0
Bulgaria,Sweden,0.5
Bulgaria,Austria,1
France,Israel,0
Sweden,Finland,1
Israel,Austria,0.5
Austria,Sweden,0.5
Israel,Finland,0
France,Bulgaria,0
Colombia,Paraguay,0.5
Peru,Argentina,0
Paraguay,Argentina,0
Peru,Colombia,0
Paraguay,Peru,1
Colombia,Argentina,1
Argentina,Peru,1
Paraguay,Colombia,0.5
Argentina,Paraguay,0.5
Colombia,Peru,1
Peru,Paraguay,0.5
Argentina,Colombia,0
Australia,Argentina,0.5
Argentina,Australia,1
Ecuador,Brazil,0.5
Venezuela,Bolivia,0
Bolivia,Brazil,1
Venezuela,Uruguay,0
Venezuela,Brazil,0
Uruguay,Ecuador,0.5
Ecuador,Venezuela,1
Bolivia,Uruguay,1
Bolivia,Ecuador,1
Uruguay,Brazil,0.5
Bolivia,Venezuela,1
Brazil,Ecuador,1
Uruguay,Venezuela,1
Brazil,Bolivia,1
Brazil,Venezuela,1
Ecuador,Uruguay,0
Uruguay,Bolivia,1
Venezuela,Ecuador,1
Ecuador,Bolivia,0.5
Brazil,Uruguay,1
Saint_Lucia,Saint_Vincent,1
Saint_Vincent,Saint_Lucia,1
Dominican_Rep.,Puerto_Rico,0
Puerto_Rico,Dominican_Republic,0.5
Bermuda,Haiti,1
Haiti,Bermuda,1
Jamaica,Puerto_Rico,1
Puerto_Rico,Jamaica,0
Dutch_Antilles,Antigua,0.5
