Argentina,,
Austria,,
Belgium,,
Brazil,,
Bulgaria,,
Cameroon,,
Chile,,
Colombia,,
Croatia,,
Denmark,,
England,,
France,,
Germany,,
Iran,,
Italy,,
Jamaica,,
Japan,,
Mexico,,
Morocco,,
Netherlands,,
Nigeria,,
Norway,,
Paraguay,,
Romania,,
Saudi_Arabia,,
Scotland,,
South_Africa,,
South_Korea,,
Spain,,
Tunisia,,
USA,,
Yugoslavia,,
EINDE,,
Brazil,Scotland,1
Morocco,Norway,0.5
Scotland,Norway,0.5
Brazil,Morocco,1
Brazil,Norway,0
Scotland,Morocco,0
Italy,Chile,0.5
Cameroon,Austria,0.5
Chile,Austria,0.5
Italy,Cameroon,1
Italy,Austria,1
Chile,Cameroon,0.5
Saudi_Arabia,Denmark,0
France,South_Africa,1
South_Africa,Denmark,0.5
France,Saudi_Arabia,1
France,Denmark,1
South_Africa,Saudi_Arabia,0.5
Paraguay,Bulgaria,0.5
Spain,Nigeria,0
Nigeria,Bulgaria,1
Spain,Paraguay,0.5
Nigeria,Paraguay,0
Spain,Bulgaria,1
South_Korea,Mexico,0
Netherlands,Belgium,0.5
Belgium,Mexico,0.5
Netherlands,South_Korea,1
Netherlands,Mexico,0.5
Belgium,South_Korea,0.5
Yugoslavia,Iran,1
Germany,USA,1
Germany,Yugoslavia,0.5
USA,Iran,0
USA,Yugoslavia,0
Germany,Iran,1
England,Tunisia,1
Romania,Colombia,1
Colombia,Tunisia,1
Romania,England,1
Colombia,England,0
Romania,Tunisia,0.5
Argentina,Japan,1
Jamaica,Croatia,0
Japan,Croatia,0
Argentina,Jamaica,1
Argentina,Croatia,1
Japan,Jamaica,0
Brazil,Chile,1
Nigeria,Denmark,0
Netherlands,Yugoslavia,1
Argentina,England,1
Italy,Norway,1
France,Paraguay,1
Germany,Mexico,1
Romania,Croatia,0
Brazil,Denmark,1
Netherlands,Argentina,1
Italy,France,0
Germany,Croatia,0
Brazil,Netherlands,1
France,Croatia,1
Brazil,France,0
Netherlands,Croatia,0
