Algeria,,
Argentina,,
Australia,,
Brazil,,
Cameroon,,
Chile,,
Denmark,,
England,,
France,,
Germany,,
Ghana,,
Greece,,
Honduras,,
Italy,,
Ivory_Coast,,
Japan,,
Mexico,,
Netherlands,,
New_Zealand,,
Nigeria,,
North_Korea,,
Paraguay,,
Portugal,,
Serbia,,
Slovakia,,
Slovenia,,
South_Africa,,
South_Korea,,
Spain,,
Switzerland,,
Uruguay,,
USA,,
EINDE,,
Uruguay,France,0.5
South_Africa,Mexico,0.5
South_Africa,Uruguay,0
France,Mexico,0
Mexico,Uruguay,0
France,South_Africa,0
South_Korea,Greece,1
Argentina,Nigeria,1
Argentina,South_Korea,1
Greece,Nigeria,1
Nigeria,South_Korea,0.5
Greece,Argentina,0
England,USA,0.5
Algeria,Slovenia,0
Slovenia,USA,0.5
England,Algeria,0.5
Slovenia,England,0
USA,Algeria,1
Serbia,Ghana,0
Germany,Australia,1
Germany,Serbia,0
Ghana,Australia,0.5
Ghana,Germany,0
Australia,Serbia,1
Netherlands,Denmark,1
Japan,Cameroon,1
Netherlands,Japan,1
Cameroon,Denmark,0
Denmark,Japan,0
Cameroon,Netherlands,0
Italy,Paraguay,0.5
New_Zealand,Slovakia,0.5
Slovakia,Paraguay,0
Italy,New_Zealand,0.5
Slovakia,Italy,1
Paraguay,New_Zealand,0.5
Ivory_Coast,Portugal,0.5
Brazil,North_Korea,1
Brazil,Ivory_Coast,1
Portugal,North_Korea,1
Portugal,Brazil,0.5
North_Korea,Ivory_Coast,0
Honduras,Chile,0
Spain,Switzerland,0
Chile,Switzerland,1
Spain,Honduras,1
Chile,Spain,0
Switzerland,Honduras,0.5
Uruguay,South_Korea,1
USA,Ghana,0
Netherlands,Slovakia,1
Brazil,Chile,1
Argentina,Mexico,1
Germany,England,1
Paraguay,Japan,1
Spain,Portugal,1
Uruguay,Ghana,1
Netherlands,Brazil,1
Argentina,Germany,0
Paraguay,Spain,0
Uruguay,Netherlands,0
Germany,Spain,0
Netherlands,Spain,0
Uruguay,Germany,0
