Switzerland,,
Russia,,
Luxembourg,,
Yugoslavia,,
Faroe_Islands,,
Slovenia,,
Estonia,,
Andorra,,
Cyprus,,
Netherlands,,
Ireland,,
Portugal,,
Iceland,,
Denmark,,
Bulgaria,,
Czech_Republic,,
Northern_Ireland,,
Malta,,
Turkey,,
Moldova,,
Azerbaijan,,
Sweden,,
Slovakia,,
Macedonia,,
Norway,,
Armenia,,
Ukraine,,
Poland,,
Belarus,,
Wales,,
Latvia,,
Scotland,,
Belgium,,
Croatia,,
San_Marino,,
Israel,,
Liechtenstein,,
Spain,,
Bosnia,,
Austria,,
Romania,,
Lithuania,,
Hungary,,
Italy,,
Georgia,,
Germany,,
Greece,,
Finland,,
Albania,,
England,,
Iran,,
Colombia,,
Brazil,,
Uruguay,,
Bolivia,,
Peru,,
Paraguay,,
Argentina,,
Chile,,
Ecuador,,
Venezuela,,
Australia,,
El_Salvador,,
Belize,,
Guatemala,,
Honduras,,
Nicaragua,,
Panama,,
Cuba,,
Cayman_Islands,,
Saint_Lucia,,
Surinam,,
Aruba,,
Puerto_Rico,,
Barbados,,
Grenada,,
Saint_Vincent,,
US_Virgin_Islands,,
St_Kitts_and_Nevis,,
Turks_and_Caicos_Island,,
BR_Virgin_Islands,,
Bermuda,,
Trinidad_Tobago,,
Dutch_Antilles,,
Trinidad_Tobago,,
Dominican_Republic,,
Montserrat,,
Haiti,,
Dominica,,
Anguilla,,
Bahamas,,
Barbuda,,
Antigua,,
Saint,,
Nevis,,
Canada,,
Mexico,,
Jamaica,,
USA,,
Costa_Rica,,
Oman,,
Laos,,
Syria,,
Philippines,,
Guam,,
Tajikistan,,
Malaysia,,
Qatar,,
Hongkong,,
Palestine,,
Bahrain,,
Kuwait,,
Singapore,,
Kyrgyzstan,,
Sri_Lanka,,
Thailand,,
Lebanon,,
Pakistan,,
Nepal,,
Kazakhstan,,
Iraq,,
Macao,,
Jordan,,
Taiwan,,
Turkmenistan,,
Uzbekistan,,
Brunei,,
Yemen,,
India,,
UAE,,
Maldives,,
Cambodia,,
Indonesia,,
China,,
Vietnam,,
Bangladesh,,
Saudi_Arabia,,
Mongolia,,
Samoa,,
Tonga,,
Fiji,,
American_Samoa,,
Vanuatu,,
Tahiti,,
Solomon_Islands,,
Cook_Islands,,
New_Zealand,,
Cape_Verde,,
Algeria,,
Mauritania,,
Tunisia,,
Benin,,
Senegal,,
Guinea_Bissau,,
Togo,,
Gambia,,
Morocco,,
Lesotho,,
South_Africa,,
Swaziland,,
Angola,,
Botswana,,
Zambia,,
Madagascar,,
Gabon,,
Sudan,,
Mozambique,,
Equatorial_Guinea,,
Congo_Brazzaville,,
Libya,,
Mali,,
Rwanda,,
Ivory_Coast,,
Sao_Tome_Principe,,
Sierra_Leone,,
Central_African_Republic,,
Zimbabwe,,
Seychelles,,
Namibia,,
Djibouti,,
Congo_Kinshasa,,
Cameroon,,
Somalia,,
Mauritius,,
Egypt,,
Eritrea,,
Nigeria,,
Chad,,
Liberia,,
Uganda,,
Guinea,,
Ethiopia,,
Burkina_Faso,,
Malawi,,
Kenya,,
Tanzania,,
Ghana,,
EINDE,,
Switzerland,Russia,0
Luxembourg,Yugoslavia,0
Faroe_Islands,Slovenia,0.5
Switzerland,Faroe_Islands,1
Luxembourg,Slovenia,0
Russia,Luxembourg,1
Slovenia,Switzerland,0.5
Luxembourg,Faroe_Islands,0
Yugoslavia,Switzerland,0.5
Russia,Slovenia,0.5
Switzerland,Luxembourg,1
Slovenia,Yugoslavia,0.5
Russia,Faroe_Islands,1
Yugoslavia,Russia,0
Russia,Yugoslavia,0.5
Slovenia,Luxembourg,1
Faroe_Islands,Switzerland,0
Switzerland,Slovenia,0
Luxembourg,Russia,0
Faroe_Islands,Yugoslavia,0
Yugoslavia,Faroe_Islands,1
Switzerland,Yugoslavia,0
Slovenia,Russia,1
Faroe_Islands,Luxembourg,1
Luxembourg,Switzerland,0
Yugoslavia,Slovenia,0.5
Faroe_Islands,Russia,0
Yugoslavia,Luxembourg,1
Russia,Switzerland,1
Slovenia,Faroe_Islands,1
Estonia,Andorra,1
