Afghanistan,,
Albania,,
Algeria,,
Andorra,,
Angola,,
Anguilla,,
Antigua_Barbuda,,
Argentina,,
Armenia,,
Aruba,,
Australia,,
Austria,,
Azerbaijan,,
Bahamas,,
Bahrain,,
Bangladesh,,
Barbados,,
Belarus,,
Belgium,,
Belize,,
Benin,,
Bermuda,,
Bolivia,,
Bosnia_Herzegovina,,
Botswana,,
BR_Virgin_Islands,,
Brazil,,
British,,
Bulgaria,,
Burkina_Faso,,
Burundi,,
Caicos,,
Cambodia,,
Cameroon,,
Canada,,
Cape_Verde,,
Cayman_Islands,,
Chad,,
Chile,,
China,,
Colombia,,
Comoros,,
Congo_Brazzaville,,
Congo_Kinshasa,,
Costa_Rica,,
Croatia,,
Cuba,,
Cyprus,,
Czech_Republic,,
Denmark,,
Djibouti,,
Dominica,,
Dutch_Antilles,,
East_Timor,,
Ecuador,,
Egypt,,
El_Salvador,,
England,,
Equat,,
Estonia,,
Ethiopia,,
Faroe_Islands,,
Fiji,,
Finland,,
France,,
Gabon,,
Gambia,,
Georgia,,
Germany,,
Ghana,,
Greece,,
Grenada,,
Guatemala,,
Guinea,,
Guinea_Bissau,,
Guyana,,
Haiti,,
Honduras,,
Hongkong,,
Hungary,,
Iceland,,
India,,
Indonesia,,
Iran,,
Iraq,,
Ireland,,
Israel,,
Italy,,
Ivory_Coast,,
Jamaica,,
Japan,,
Jordan,,
Kazakhstan,,
Kenya,,
Kuwait,,
Kyrgyzstan,,
Latvia,,
Lebanon,,
Lesotho,,
Liberia,,
Libya,,
Liechtenstein,,
Lithuania,,
Luxembourg,,
Macao,,
Macedonia,,
Madagascar,,
Malawi,,
Malaysia,,
Maldives,,
Mali,,
Malta,,
Mauritania,,
Mauritius,,
Mexico,,
Moldova,,
Mongolia,,
Montenegro,,
Montserrat,,
Morocco,,
Mozambique,,
Myanmar,,
Namibia,,
Nepal,,
Netherlands,,
New_Caledonia,,
New_Zealand,,
Nicaragua,,
Niger,,
Nigeria,,
North_Korea,,
Northern,,
Norway,,
Oman,,
Pakistan,,
Palestine,,
Panama,,
Paraguay,,
Peru,,
Poland,,
Portugal,,
Puerto_Rico,,
Qatar,,
Romania,,
Russia,,
Rwanda,,
Saint_Lucia,,
Saint_Vincent_Grenadines,,
San_Marino,,
Saudi_Arabia,,
Scotland,,
Senegal,,
Serbia,,
Seychelles,,
Sierra_Leone,,
Singapore,,
Slovakia,,
Slovenia,,
South_Africa,,
South_Korea,,
Spain,,
Sri_Lanka,,
St_Kitts_and_Nevis,,
Sudan,,
Surinam,,
Swaziland,,
Sweden,,
Switzerland,,
Syria,,
Taiwan,,
Tajikistan,,
Tanzania,,
Thailand,,
Tob,,
Togo,,
Trinidad_Tobago,,
Tunisia,,
Turkey,,
Turkmenistan,,
Turks_and_Caicos_Island,,
UAE,,
Uganda,,
Ukraine,,
Uruguay,,
US_Virgin_Islandsslands,,
USA,,
Uzbekistan,,
Vanuatu,,
Venezuela,,
Vietnam,,
Wales,,
Yemen,,
Zambia,,
Zimbabwe,,
EINDE,,
Albania,Sweden,0.5
Malta,Portugal,0
Hungary,Denmark,0.5
Sweden,Hungary,1
Albania,Malta,1
Portugal,Denmark,0
Hungary,Albania,1
Denmark,Malta,1
Sweden,Portugal,0.5
Malta,Hungary,0
Portugal,Albania,0.5
Malta,Albania,0.5
Malta,Denmark,0
Albania,Hungary,0
Portugal,Sweden,0.5
Hungary,Malta,1
Denmark,Albania,1
Sweden,Denmark,0
Albania,Portugal,0
Sweden,Malta,1
Denmark,Portugal,0.5
Hungary,Sweden,0
Malta,Sweden,0
Albania,Denmark,0.5
Hungary,Portugal,0
Portugal,Hungary,1
Denmark,Sweden,1
Portugal,Malta,1
Sweden,Albania,1
Denmark,Hungary,0
Moldova,Latvia,0
Israel,Switzerland,0.5
Luxembourg,Greece,0
Moldova,Israel,0
Latvia,Greece,0
Switzerland,Luxembourg,0
Switzerland,Latvia,1
Greece,Moldova,1
Luxembourg,Israel,0
Latvia,Israel,0.5
Luxembourg,Moldova,0.5
Greece,Switzerland,0
Luxembourg,Latvia,0
Moldova,Switzerland,0
Israel,Greece,0.5
Latvia,Luxembourg,1
Greece,Israel,1
Switzerland,Moldova,1
Moldova,Luxembourg,0.5
Israel,Latvia,0
Switzerland,Greece,1
Israel,Luxembourg,1
Latvia,Switzerland,0.5
Moldova,Greece,0.5
Greece,Latvia,1
Israel,Moldova,1
Luxembourg,Switzerland,0
Greece,Luxembourg,1
Latvia,Moldova,1
Switzerland,Israel,0.5
Slovakia,Northern,1
Poland,Slovenia,0.5
San_Marino,Poland,0
Ireland,Czech_Republic,0.5
Slovenia,Slovakia,1
Poland,Czech_Republic,1
San_Marino,Slovakia,0
Slovenia,Northern,1
Czech_Republic,Slovenia,1
Slovakia,Poland,1
Ireland,San_Marino,1
San_Marino,Czech_Republic,0
San_Marino,Northern,0
Ireland,Poland,1
Slovenia,Czech_Republic,0.5
Czech_Republic,Slovakia,0
Poland,San_Marino,1
Ireland,Slovenia,1
Slovakia,San_Marino,1
Slovenia,San_Marino,1
Poland,Northern,0.5
Slovakia,Czech_Republic,0.5
Czech_Republic,San_Marino,1
Slovenia,Poland,1
Ireland,Slovakia,0
Czech_Republic,Poland,1
Slovakia,Slovenia,0
Czech_Republic,Northern,0.5
Poland,Slovakia,0
San_Marino,Slovenia,0
Wales,Azerbaijan,1
Liechtenstein,Germany,0
Russia,Wales,1
Azerbaijan,Liechtenstein,0.5
Finland,Germany,0.5
Finland,Azerbaijan,1
Wales,Liechtenstein,1
Germany,Russia,1
Russia,Finland,1
Germany,Wales,1
Russia,Azerbaijan,1
Wales,Finland,0
Germany,Liechtenstein,1
Liechtenstein,Russia,0
Wales,Germany,0
Finland,Liechtenstein,1
Azerbaijan,Wales,0
Finland,Russia,0
Azerbaijan,Germany,0
Azerbaijan,Finland,0
Russia,Liechtenstein,1
Liechtenstein,Finland,0.5
Germany,Azerbaijan,1
Wales,Russia,0
Finland,Wales,1
Liechtenstein,Azerbaijan,0
Russia,Germany,0
Azerbaijan,Russia,0.5
Germany,Finland,0.5
Liechtenstein,Wales,0
Armenia,Turkey,0
Belgium,Estonia,1
Spain,Bosnia_Herzegovina,1
Turkey,Belgium,0.5
Spain,Armenia,1
Turkey,Bosnia_Herzegovina,1
Belgium,Armenia,1
Estonia,Spain,0
Estonia,Turkey,0.5
Belgium,Spain,0
Armenia,Estonia,0.5
Belgium,Bosnia_Herzegovina,0
Spain,Turkey,1
Estonia,Armenia,1
Turkey,Spain,0
Armenia,Bosnia_Herzegovina,0
Turkey,Estonia,1
Spain,Belgium,1
Armenia,Belgium,1
Spain,Estonia,1
Armenia,Spain,0
Belgium,Turkey,1
Estonia,Bosnia_Herzegovina,0
Estonia,Belgium,1
Turkey,Armenia,1
Kazakhstan,Andorra,1
Ukraine,Belarus,1
Croatia,Kazakhstan,1
Andorra,England,0
Kazakhstan,Ukraine,0
Andorra,Belarus,0
Croatia,England,0
England,Kazakhstan,1
Ukraine,Croatia,0.5
Croatia,Andorra,1
Belarus,England,0
Kazakhstan,Belarus,0
Andorra,Croatia,0
England,Ukraine,1
Belarus,Andorra,1
Croatia,Ukraine,0.5
Kazakhstan,England,0
Ukraine,Kazakhstan,1
England,Andorra,1
Belarus,Croatia,0
Ukraine,Andorra,1
Croatia,Belarus,1
Belarus,Ukraine,0.5
Andorra,Kazakhstan,0
England,Croatia,1
Belarus,Kazakhstan,1
Ukraine,England,1
Andorra,Ukraine,0
England,Belarus,1
Kazakhstan,Croatia,0
Austria,France,1
Serbia,Faroe_Islands,1
Romania,Lithuania,0
Faroe_Islands,Romania,0
Lithuania,Austria,1
France,Serbia,1
Faroe_Islands,Austria,0.5
Serbia,Lithuania,1
Romania,France,0.5
Lithuania,Faroe_Islands,1
Austria,Serbia,0
Romania,Serbia,0
Lithuania,France,0
Austria,Romania,1
France,Lithuania,1
Serbia,Austria,1
Lithuania,Romania,0
Faroe_Islands,Serbia,0
Faroe_Islands,France,0
Austria,Faroe_Islands,1
France,Romania,0.5
Faroe_Islands,Lithuania,1
Romania,Austria,0.5
Serbia,France,0.5
Austria,Lithuania,1
Serbia,Romania,1
France,Faroe_Islands,1
France,Austria,1
Lithuania,Serbia,1
Romania,Faroe_Islands,1
Georgia,Ireland,0
Cyprus,Italy,0
Montenegro,Bulgaria,0.5
Montenegro,Ireland,0.5
Italy,Georgia,1
Georgia,Cyprus,0.5
Bulgaria,Italy,0.5
Georgia,Bulgaria,0.5
Ireland,Cyprus,1
Italy,Montenegro,1
Ireland,Georgia,1
Cyprus,Georgia,1
Montenegro,Italy,0
Ireland,Bulgaria,0.5
Bulgaria,Cyprus,1
Georgia,Montenegro,0.5
Italy,Ireland,0.5
Cyprus,Montenegro,0.5
Bulgaria,Ireland,0.5
Bulgaria,Montenegro,1
Georgia,Italy,0
Cyprus,Ireland,0
Montenegro,Cyprus,0.5
Italy,Bulgaria,1
Cyprus,Bulgaria,1
Montenegro,Georgia,1
Ireland,Italy,0.5
Bulgaria,Georgia,1
Italy,Cyprus,1
Ireland,Montenegro,0.5
Norway,Iceland,0.5
Macedonia,Scotland,1
Macedonia,Netherlands,0
Iceland,Scotland,0
Scotland,Norway,0.5
Netherlands,Iceland,1
Norway,Netherlands,0
Iceland,Macedonia,1
Netherlands,Scotland,1
Netherlands,Macedonia,1
Scotland,Iceland,1
Macedonia,Norway,0.5
Iceland,Netherlands,0
Netherlands,Norway,1
Macedonia,Iceland,1
Norway,Scotland,1
Scotland,Macedonia,1
Iceland,Norway,0.5
Norway,Macedonia,1
Scotland,Netherlands,0
Ireland,France,0
Portugal,Bosnia_Herzegovina,1
Greece,Ukraine,0.5
Russia,Slovenia,1
Ukraine,Greece,0
Slovenia,Russia,1
Uruguay,Bolivia,1
Argentina,Chile,1
Ecuador,Venezuela,0
Peru,Paraguay,0.5
Colombia,Brazil,0.5
Venezuela,Argentina,0
Bolivia,Colombia,0.5
Chile,Peru,1
Paraguay,Uruguay,1
Brazil,Ecuador,1
Argentina,Bolivia,1
Colombia,Venezuela,1
Paraguay,Ecuador,1
Uruguay,Chile,0.5
Peru,Brazil,0.5
Colombia,Argentina,1
Venezuela,Bolivia,1
Ecuador,Peru,1
Brazil,Uruguay,1
Chile,Paraguay,0
Uruguay,Venezuela,0.5
Peru,Colombia,0.5
Paraguay,Brazil,1
Argentina,Ecuador,0.5
Bolivia,Chile,0
Uruguay,Peru,1
Bolivia,Paraguay,1
Ecuador,Colombia,0.5
Brazil,Argentina,0.5
Venezuela,Chile,0
Argentina,Paraguay,0.5
Colombia,Uruguay,0
Ecuador,Bolivia,1
Peru,Venezuela,1
Chile,Brazil,0
Paraguay,Venezuela,1
Brazil,Bolivia,0.5
Chile,Colombia,1
Peru,Argentina,0.5
Uruguay,Ecuador,0.5
Argentina,Uruguay,1
Bolivia,Peru,1
Colombia,Paraguay,0
Ecuador,Chile,1
Venezuela,Brazil,0
Bolivia,Uruguay,0.5
Brazil,Colombia,0.5
Chile,Argentina,1
Paraguay,Peru,1
Venezuela,Ecuador,1
